大項目,中項目,名前,染色体,腕,対になるステ,高いといい面,高いと悪い面,相互関係でさらにいい面,相互関係でさらに悪い面,レア度,努力値の閾値,伸びしろ,遺伝方式,遺伝率の基準値,性別限定,他のステへの影響,他の枠への影響
あたま,伝える,言葉の覚え,6番,A,なし,隣の谷の訛り・よそ者の言葉・聖職者の使う言葉を覚えられる。通詞として交易と交渉に入れる。捕虜の言うことが分かる。文字の読めない世界で外と繋がれる数少ない道,外の言葉を使う者は外に通じていると疑われる。捕虜や敵と言葉が通じることは内通の疑いに直結する。よそ者と話せるぶん村の内側から浮く,＋短期の記憶 → 聞いたその場で訳せるので交渉の席に必ず呼ばれる。＋声（からだ） → 相手の訛りをそのまま返せるので相手が心を開く,＋郷土愛が低い → 外へ出ていき村に戻らない（育てた側が損をする）。＋野心 → 通詞の立場を使って両方から取り、露見すると両方から追われる,C,高い,中,中間遺伝,やや高い,なし,短期の記憶・聴力・想起の速さと組む。理解の速さが低いと訛りの差を掴めない。年齢減衰が他より強く効く（大人になってから覚えた言葉はほとんど積まれない）,情報（外の情報が入るほぼ唯一の経路）／財（交易の仲立ち）／ポジションランク（通詞・使者）／しがらみ（村の外へ線が伸びる）
あたま,その他,段取り,7番,B,機転,人と物と時間を同時に回せる。何人をどの畑にいつ出すかを決められる。刈り入れの順を天候に合わせて組み替える。遠征の糧秣と宿を、着く前に手当てできる,段取りをする者は必ず人を割り当てる。割り当てられた側は不満を持つので恨みが集まる役になる。全体が見えるぶん末端の事情を切り捨てる。自分でやったほうが速いと思い、抱え込んで潰れる,＋数の感覚 → 要る量と日数が正確に出るので遠征と飢饉を越せる。＋長期の記憶 → 去年の失敗を今年の割り当てに反映できる,＋情が低い → 人を駒として配し村の不満が溜まる。＋従順 → 上の無理な期日をそのまま下へ流し、下を潰す,B,低い,大きい,中間遺伝,やや低い,なし,理解の速さ・短期の記憶・数の感覚・空間把握が揃って効く。単独では働かない。機転とは別（段取りは前もって、機転はその場で）。やり方なので回した回数がそのまま積まれ、生え抜きの村役が強い理由になる,ポジションランク（村役・隊の兵站・普請の采配）／財（無駄が減るので蓄えが増える）／しがらみ（割り当てで恨みが生まれる）／スキル（人に仕事を教える速さ）
あたま,その他,機転,7番,A,段取り,予想外のことが起きた瞬間に手を変えられる。伏兵に遭って隊形を組み直す。取り決めが崩れた場で代案を出す。詰問をかわす。準備できないことに効く唯一のもの,その場をしのぐのが上手いので根を断たない。同じ問題が何度も起こる。決められた手順を軽んじるため、儀礼と慣習を重んじる場では不真面目と見なされる。すぐ手を変える者は約束を守らない者に見える,＋想起の速さ → 過去の似た場を即座に引ける。＋度胸 → 崩れた場で先に動くので隊がその者に従う,＋段取りが低い → その場しのぎばかりで長い仕事が回らない。＋嘘のうまさ → 場をしのぐたびに嘘を足し、後でまとめて割れる,C,低い,大きい,中間遺伝,中,なし,想起の速さ・場を読む・反射と組む。段取りとは別で、両方高い者は少ない。崩れた場に何度居合わせたかで積まれるので、安全な役に置かれ続けた者は一生伸びない,ポジションランク（前線の指揮・使者）／しがらみ（土壇場を救われた者から恩義が立つ）／情報（詰問を切り抜けるので秘密を保てる）
あたま,その他,観察,9番,A,集中,見えているものの中から変わったところを拾える。畑の一角だけ葉の色が違うことに気づき病を早く止める。人の手つきからその者が何の職の出かを当てる。足跡と焚き火跡から通った人数を読む,見えなくていいものまで見える。誰と誰が夜に会っているか、蔵の目減りが誰の仕業かに気づいてしまう。知った時点で黙るか告げるかを選ばされ、どちらを選んでも敵ができる。細部に気を取られて決めるのが遅い,＋視力 → 距離のあるものまで拾えるので斥候として代えが利かない。＋嘘を見抜く → 言葉ではなく体の動きで見抜くので相手が言葉を選んでも通用しない,＋人読み → 誰が誰を嫌っているかまで見えて孤立が深まる。＋慎重 → 細部が気になって決断できず機を逃す,D,なし,大きい,中間遺伝,中,なし,視力・聴力・嗅覚の効きを決める（感覚が良くても観察が低ければ拾えない）。嘘を見抜く・見て盗む力の前提。集中とは向きが逆。閾値が無いので誰でも一生伸び続ける。あたまで唯一、才能ゼロの者でも積める,情報（気づいたことがそのまま情報になる。あたまで最も情報を生む）／スキル（狩り・斥候・医）／しがらみ（秘密を知ることで線が立つ）
あたま,その他,集中,9番,B,観察,ひとつのことに長く沈める。細工・写本・見張りのように途切れると台無しになる仕事を最後までやれる。周りが騒いでも手が乱れない,沈んでいる間、周りが見えない。近づく敵・泣いている子・始まった諍いに気づかない。中断されると強く苛立ち人と揉める。ひとつに沈むので、同時に複数を見る役には全く向かない,＋手先の器用さ → 細工物の上位（そのまま財になる）。＋忍耐 → 何年もかかる仕事（写本・築城・薬）を完成させられる,＋段取りが低い → ひとつを完璧にする間に他の全部が止まる。＋場を読むが低い → 話しかけられているのに応えず無礼と取られる,D,低い,中,中間遺伝,中,なし,手先の器用さ・視力と組む。観察とは向きが逆（集中は一点、観察は全体）で両方高い者は少ない,スキル（長い工程を要する技）／財（細工・写本は高く売れる）／ポジションランク（見張り・写字）／しがらみ（人と揉めやすい）
あたま,その他,学習速度,7番,B,なし,このステだけは他の全てのステの努力値の伸びに掛かる。同じ年数を同じ職で過ごしても積まれた量が違う。努力値の伸びを動かせるステはこれ一つだけ。若いうちほど差が大きく出る。転職したときにどこまで取り返せるかもこの値で決まる,速く伸びる者は早く頭打ちにも見える。周りが「もう伸びた」と見なしてそれ以上教えなくなる。若いうちに一つの職で伸びきると、その職から動かされなくなり配役が固定する。何でも早く覚えるのでどれも中途で切り上げる癖がつく。伸びが速いこと自体が村の目にはずるいと映る,＋理解の速さ → 分かる速さと積まれる量が揃い、同じ十年で別人になる。＋勤勉 → 積む機会そのものが増えるので掛け算で効く,＋好奇心 → 次々に別の職へ移りどれも生え抜きに届かない（引き継ぎ率は年齢で落ちる）。＋名誉欲 → 早く伸びたぶん早く役を望むので、年功を重んじる年長者に潰される,AA,高い,ほぼゼロ,中間遺伝,やや低い,なし,全ステに掛かる唯一のステ。単独では何もしないが、低い者はどの職に就いても年数ぶんしか積まれない。理解の速さとは別（あちらは分かるまでの速さ、こちらは積まれる量）。伸びしろをほぼゼロにしてあるのは、学習速度を鍛えて学習速度を上げるという複利を作らないため。この値はほぼ生まれつきで固定される,スキル（習得速度そのもの。全スキルに掛かる）／ポジションランク（早く使い物になるので若くして役に就く）／財（一人前までの年数が短い＝稼ぐ年数が長い）
あたま,覚える,見て盗む力,6番,B,なし,一度見た動きを教わらずに自分の体へ写せる。文字も手本帳も無い世界で、隣の村の鋤の使い方や敵の陣の組み方を見ただけで持ち帰れる。師が教えたがらない工程を、そばで見ているだけで習得する,見て真似るだけなので、なぜそうするのかを知らない。条件が変わると同じ手が通らず大きく外す。工程を盗まれた側から憎まれる。職人の秘伝を盗む行為は中世では十分に殺される理由になる,＋観察 → 一度の見学で工程の順まで持ち帰る。＋体で覚える力 → 見た翌日には手が動く（他家の技が村に流れ込む）,＋貪欲 → 手当たり次第に盗み複数の家から同時に恨まれる。＋論理が低い → 形だけ真似て中身を外し、真似た技で事故を起こす,C,低い,大きい,中間遺伝,中,なし,観察と体で覚える力の積で効く。単独では働かない。創意の材料になる。よその工程を何回見たかで積まれるので、村から出ない者は伸びない,スキル（師なしで他人のスキルを得る唯一の道）／しがらみ（盗まれた側に恨みが立つ）／情報（工程を知っていることとして持ち帰る）
あたま,覚える,顔と名前の覚え,9番,A,道と方角の覚え,何百人の顔と名前と、その者が誰の子で誰と揉めているかを取り違えない。数年ぶりに会った相手を名で呼べる。人は名で呼ばれると味方になりやすい。捕虜や逃亡者を人混みから見つけ出せる,相手の顔を覚えているということは、相手も自分に覚えられていると知るということ。過去を隠したい者から警戒される。誰が誰の縁者かを全部知っているので、どの縁にも触れられず身動きが取れなくなる,＋社交 → 人より多くの線を張れる（情報が集まる中心になる）。＋人読み → 顔ぶれを見ただけで場の力関係が分かる,＋嫉妬 → 誰が誰より上に行ったかを全部覚えているので敵意の対象が際限なく増える。＋情が低い → 人を名前と利害の一覧として扱い、周りから冷たいと見なされる,E,中,中,中間遺伝,中,なし,人読み・場を読むの前提。ここが低いと社交が高くてもしがらみが増えない。器の部分は生まれつきだが、名を呼ぶ習慣のある家に育つと積まれる,しがらみ（張れる線の本数の上限を決める）／情報（誰が誰かを知っている）／ポジションランク（人を集める役・徴収役に向く）
あたま,覚える,道と方角の覚え,9番,B,顔と名前の覚え,地図の無い世界で一度通った道を戻れる。森と沼を抜ける近道を持つ。遠征で隊を迷わせない。市の立つ町までの日数を外さないので商いの計画が立つ,道を知っている者は必ず案内役として連れて行かれる。危険な行程に繰り返し出され村に居られない。逃げ道も知っているので、脱走や密輸を疑われる,＋夜目 → 夜のうちに動ける（斥候・密使として代えが利かない）。＋持久力 → 遠方との行き来を担い村に外の情報を持ち込む,＋野心 → 逃げる先を知っているので村を捨てる決断が早い（村から人材が抜ける）。＋郷土愛が低い → 他所へ移り住みやすく、育てた側が損をする,D,低い,大きい,中間遺伝,やや低い,なし,空間把握と長期の記憶の組。視力・夜目・持久力と組んで初めて役に立つ。歩いた距離がそのまま積まれるので、村から出されない者は一生ゼロのまま,情報（道・距離・外の村の様子）／財（交易の成否）／ポジションランク（斥候・使者・隊の先導）
こころ,立ち向かう,度胸,11番,A,慎重,戦場で最初の一撃を受けても隊列から離れない。逃走の頻度依存カスケードの起点にならない。夜の見張り・獣の巣・敵地の斥候といった誰も行きたがらない役を引き受ける。交渉で相手の脅しに値引きしない。,勝てない戦から引かないので死にやすい。危険を過小に見積もる。低いと（臆病）先陣で崩れ、その崩れが伝染して隊が敗走する。ただし逃げる者は生き残って子を残すので、臆病は集団から消えない。局長にはこころが見えないので、臆病な男を先鋒に据えて隊ごと崩す。,＋忍耐→長い包囲でも脱走しない。＋最大筋力→前線が保つので団結への寄与が跳ねる。＋慎重→危険を測ったうえで踏み込める（同じ染色体の反対腕なので両方高いのは稀）,＋無謀（慎重が低い）→単騎で突っ込んで死に、家系が途切れる。＋気分の振れ幅が高い→勇と怯が月替わりで振れ、隊が本人を読めない。＋残酷さ→捕虜を独断で殺し体制怨恨を積む,D,該当なし,該当なし／危険な役を生きて帰るたびに育つ。ただし生まれつき低い者は最初の一戦で壊れ、何度出しても二度と立たない,優劣,高い,なし,打たれ強さ・痛覚の鈍さと束になる。恐慌に落ちにくいぶん集中が実質的に上がる。同じ染色体の反対腕が慎重なので、測ったうえで踏み込める指揮官型は稀にしか生まれない,スキル＝戦技と狩技の努力値が積まれやすい（危険な現場に立つ回数が多い）。ポジションランク＝軍務系の役に就きやすい。身分ランク＝戦功は平民から騎士に上がる数少ない経路。しがらみ＝守られた者から借りの線が張られる。財＝戦死すると分割相続で散る
こころ,立ち向かう,忍耐,11番,A,他責,飢饉・冬・長い包囲のあいだ働き続ける。不満が民心の低下に転じるまでの猶予が長い。徒弟修業を最後まで続けるので、覚えの遅い技も身につく。,我慢するので不満が表に出ない。本人も局長も限界に気づかず、超えた瞬間に一気に折れる（心が折れる状態異常が深く長い）。搾取されても声を上げないので、悪い局長はその村を選んで絞る。低いと（短気）諍いで人を殺し、個人怨恨の線が量産される。,＋勤勉→10年単位で努力値が最も積まれる型。＋従順→重い賦役でも一揆が起きない。＋信心→飢饉に最も強い心の組,＋執念→我慢しながら恨みだけ溜め続け、20年後に謀反側に立つ。＋気分の振れ幅が高い→我慢と爆発を繰り返し、家の中のしがらみを自分で壊す。＋保身→不当な扱いを訴えないので、悪い采配が発覚しない,E,該当なし,該当なし／飢饉と長い修業を越えるたびに育つ。逆に一度限界を超えて折れると大きく戻る,優劣,やや高い,なし,持久力・疲労の抜けやすさと噛み合う。集中を伸ばす。同じ染色体の反対腕が他責なので、自分のせいだと思って耐える者と人のせいにして投げ出す者に分かれる,スキル＝閾値の高い技を最後まで習得できる。しがらみ＝短気側は恨みの線を量産する。ポジションランク＝長い交渉が要る役に向く。財＝短気は賠償と刃傷沙汰で減らす
こころ,立ち向かう,慎重,11番,B,度胸,危険を過小に見積もらない。冬に備えて種籾を残す。橋の腐りと堤の緩みに気づく。負ける戦を早く見切るので隊が生き残る。毒と腐った食物を避ける。,好機を逃す。決断が遅く、飢饉で動くべきときに動かない。行動として見ると臆病と区別がつかないので、こころの見えない局長には使えない男に映る。低いと（無謀）勝算のない戦を始め、無理な開墾で人を死なせる。,＋度胸→危険を測ったうえで踏み込める。指揮官の理想型だが同じ染色体の反対腕なので両方高いのは稀。＋観察→罠と待ち伏せを見抜く。＋数の感覚→備蓄と兵站の判断が正確になる,＋保身→何も決めない不作為になり、産出が説明なく下がる。＋臆病（度胸が低い）→何一つ引き受けない。こころが見えない局長は怠けていると誤って罰する。＋低い弁舌→正しい警告が誰にも通らない,E,該当なし,該当なし／痛い目に遭って生きて帰った回数で育つ。無傷で育った者は歳を取っても慎重にならない,優劣,やや高い,なし,観察・場を読むと噛み合う。反射や敏捷とは無関係で、混同すると配役を外す,財＝蓄えが残り飢饉の生存率に直結する。情報＝危険の知識を溜める。ポジションランク＝兵站・出納の役に向く。しがらみ＝人を死なせないので恨みを買わない。スキル＝危険な現場を避けるぶん戦技が伸びない
こころ,欲する,野心,10番,A,従順,役に就きたがるので、与えられた役で全力を出す（意欲係数の本体）。閾値の高い職に自分から進む。危険な役を買って出て身分を上げる。素の野心に加えて、知性が上位20%を超えた分×0.6が常に乗るので、賢い者は探さなくても自分から役を取りに来る。立場が上がるたびに加算が積まれるので、重く用いた者ほどその役で出す力が大きい。ラチェットなので降ろされても働く意欲だけは落ちない。,今の役に満足しないので、上が詰まると腐って働かなくなる。三つの足し算のうち立場の分は上がるだけで下がらないので、オーナーが引き上げた者だけが危険になる。左遷しても降格しても野心は一つも減らず、恨みの線だけが増える。隔離を続ければ、優秀で野心があって恨んでいて団結した集落を自分の手で作ることになる。消えるのは寿命によってのみ。野心が高いだけでは謀反しない。恨みの線と、飢饉・粛清・敗戦のような状況が揃って初めて動く。局長にはこころが見えないので、野心90の男を良かれと思って抜擢する。オーナーには見えるが、罰せるのは謀反ではなくその男を選んだ局長のほうである。低いと（安住）能力があっても役を断り、才能が畑で終わる。ただし知性が上位10%で野心20未満の者は89人に1人の当たりで、局長には賢い男としか見えず、オーナーだけが当たりだと分かる。戦で死なせないために引き上げれば立場の加算が乗り、守ろうとした瞬間に当たりでなくなる。,＋弁舌→人を集められるので局長候補になる。＋勤勉→身分を実力で上げる数少ない型。＋段取り→就いた役の産出が実際に上がる。＋論理と理解の速さ→知性の分が上乗せされ、賢さと意欲が同時に立つので探す手間が要らない,＋執念＋恨みの線→謀反の三条件のうち二つが揃う。残りは状況だけ。しかも降格しても野心が落ちないので、左遷は恨みだけを足す。＋序列意識が高く身分が低い→上がれない理由を制度に帰し、体制怨恨に転じる。＋短気（忍耐が低い）→待てずに早すぎる時期に動いて潰される。＋高い知性（理解の速さ）→賢さで選んだつもりが野心で選んでいる。＋気分の振れ幅が高い→立場で積んだ分まで増幅され、満たされない月の不満が跳ねる,D,該当なし,該当なし／立場が上がるたびに加算される（ラチェット。上がるが下がらない。消えるのは寿命のみ）。知性が上位20%を超えた分×0.6も常時乗る,優劣,中,なし,弁舌・段取りの努力値を積ませる。勤勉と相関はしないが外から見た結果が似るので取り違えやすい。あたまの知性が上位20%を超えた分×0.6がこの値に加算されるので、素が低くても賢ければ高く出る。遺伝して座位に載るのは素の分だけで、表示される値は素と知性と立場の合計である,ポジションランク＝役を取りに行く。意欲係数を押し上げる最大の要因。就いた段（村長・街長・局長）の数だけ加算が積み上がる。身分ランク＝上げようとする。しがらみ＝派閥の線を張る（安住側は張らない）。降ろしても値は落ちないので恨みの線だけが増える。情報＝上の動きを集める。財＝役を取るために散財する
こころ,欲する,名誉欲,10番,A,保身,称号・褒賞・名で満たせるので、実資源をほとんど渡さずに働かせられる。武勲を立てたがるので危険な戦に出る。名を残すために堤・橋・寺を作る。,名を汚されると死ぬまで許さない。褒賞が他人に行くと、それがそのまま不満になる。式典と体面に財をかけるので家が傾く。低いと（無欲）褒賞でも称号でも動かないので、オーナーが外から操作できる手が一本まるごと消える。,＋誇り→軍の顔になり士気の中心になる。＋勤勉→名のために生涯働き続ける。＋度胸→誰も引き受けない役を名誉として引き受ける,＋嫉妬→他人の叙勲が自分の損失になり、讒言に走る。＋執念→一度の恥辱を家系の恨みにする。＋気分の振れ幅が高い→称賛のたびに舞い上がり、無視された月に崩れる。＋野心→立場が上がるほど名誉の欲も満たされにくくなり、次の段を求め続ける,F,該当なし,該当なし／褒賞と称号を受けた回数で育つ。幼少期にそれで満たされた者は外発になり、褒賞が止まると動かなくなる,優劣,やや低い,なし,誇り・序列意識と束になりやすい。野心・誇りと同じ腕にあるので、従順で御しやすい血を集めると、名誉だけで安く動かせる者も一緒に消える,身分ランク＝叙勲を求める。財＝名のために使うので減る。しがらみ＝恥をかかせた相手への恨みの線。ポジションランク＝目立つ役を選び、地味だが要の役を嫌う。情報＝自分の評判ばかり集める
こころ,欲する,貪欲,14番,A,正直さ,財を増やそうとするので開墾・交易・貸付に手を出し、国の富の総量を押し上げる。飢饉の前に蓄える（蓄えは餓死判定に直接効く）。,横領と隠匿の本体。民心が下がった局面で、反乱を起こす前にまず収穫を隠す。それが産出率を消費より下げる崩壊条件に直結する。頻度依存が効くので、貪欲な者が増えれば経済が崩れて奪う先が消える。低いと（足るを知る）蓄えないので、不作の年に一家が消える。,＋段取り＋数の感覚→出納と交易で財が跳ねる。＋忍耐→何十年もかけて土地を集める。＋慎重→蓄えが飢饉を越す,＋体制怨恨の線→隠匿が盗みではなく正当な取り返しになり、抑止が効かなくなる。＋低い正直さ→帳簿を偽る。局長は数字だけを見て正しいと判断する。＋残酷さ→取り立てで人を殺し、村ごと恨みの線が張られる,N,該当なし,該当なし／飢えと欠乏を一度くぐると育つ。豊かなまま育った者は歳を取っても蓄えない,優劣,やや高い,なし,数の感覚・段取りを活かす。飢えへの強さの不足を蓄えで補える。同じ染色体の反対腕が正直さなので、秤を誤魔化す血からは帳簿を汚さない者が出にくい,財＝増える。ただし隠した分は国に計上されない。情報＝相場と誰が何を持っているかを集める。しがらみ＝貸しの線を大量に張る（相手を縛るが恨みも生む）。ポジションランク＝出納の役に就けると横領する
こころ,欲する,勤勉,11番,A,なし,努力値が積まれる回数が多い。同じ才能でも10年で差がつく。冬のあいだも道具を直し、畑の縁を整える。,体を壊す。疲労と古傷が早く来て、老いの倍率が先に下がる。休まないので病への抵抗が落ちる。周りにも同じ働きを要求するので、怠惰な者との間に軋轢が生まれる。低いと（怠惰）働かないが、怠惰は長命で疲労が溜まらないという出力を持つので、飢饉の年に生き残るのはむしろ怠惰な側のことがある。頻度依存で、怠惰が増えれば全員飢える。,＋忍耐→努力値の総量が最大になる型。＋学習速度→若いうちに職が固まる（早期の配役が最も効く）。＋潔癖→仕上げの質が落ちない,＋無謀（慎重が低い）→無理を続けて30代で古傷を抱える。＋序列意識が高い→働かない上役への怨恨に転じる。＋気分の振れ幅が高い→働きすぎと寝込みを繰り返し、通年では凡人に届かない,D,該当なし,該当なし／幼少期にどれだけ働かされたかで決まる。大人になってからはほとんど動かず、代わりに周囲からうつる,優劣,やや低い,なし,持久力を消耗させる。老いの速さを早める。野心とは相関しないので上昇↔安定の染色体には載せていない（外から見た結果が似るので取り違えやすい）。持久力と老いの速さは遺伝方式が違うため連鎖にはできず、実行時に掛かる,スキル＝全スキルの伸びに掛かる。財＝増える。しがらみ＝怠惰な血縁を養う負担から軋轢が生まれる。身分ランク＝勤勉だけでは上がらない（身分は生まれで決まる）
こころ,欲する,保身,10番,B,名誉欲,自分と家族を守るので危険な役を避けて長生きし、血が途切れない。無理な出兵をしないので部下も死なない。慎重と組めば、本当に危ない案件だけを止められる。,不作為の本体。決めるべきときに決めず、責任の所在を曖昧にする。産出が下がっていても報告しない（自分の落ち度になるから）。あたまが天才的でも意欲係数が落ちるので、抜擢しても能力の数割しか出ない。局長にはこころが見えないので、数字だけ見て抜擢して外す。部下を切って自分が残る。低いと（捨て身）自分を勘定に入れないので要のときに命を張るが、簡単に死ぬので育てた才能が消える。,＋慎重→本当に危ない案件だけ止められる参謀型（両方高いのは稀）。＋人読み→誰に責任を負わせずに済むかを見抜き、実際に部下を守る,＋低い正直さ→都合の悪い報告を握り潰す。年代記に偽の帰属が刻まれる。＋野心→上がりたいが責任は取らない。最も質の悪い局長。しかも立場で野心だけが積み上がるので、段を上げるほど悪化する。＋序列意識→上には従い下には押し付ける,N,該当なし,該当なし／一度責任を取らされて失脚した経験で跳ね上がる。若い頃の一度の粛清が生涯の型を決める,優劣,中,なし,慎重と紛らわしいが別物。慎重は判断の質、保身は動機。取り違えると配役を外す。野心の反対腕にあるので、危ない男を避けて安全な血を集め続けると決めない者ばかりが残る,ポジションランク＝意欲係数を下げるので、就いても力を出さない。情報＝都合の悪い情報を上に流さない。財＝隠す。しがらみ＝切り捨てた部下から恨みの線。身分ランク＝守るが上げない
こころ,人を思う,情,12番,A,残酷さ,子と老人を見捨てないので家族の生存率が上がる。飢饉のとき分け合うので村の総生存者が増える。人が付いてくるので隊がまとまる。,切るべき者を切れない。役に立たない縁者を役に据える（縁故でポジションの質が落ちる）。飢饉で自分の分を子に渡して死ぬ。捕虜を殺せず、逃がした相手が情報を持ち帰る。低いと（非情）粛清・間引き・見捨てが平然とできるので統治は効率的だが、粛清は体制怨恨を生み3世代後に謀反として返る。,＋人読み→誰が本当に困っているかが分かり、村の要になる。＋恩義→受けた恩を返し、しがらみの正の線が厚くなる。＋伝承意欲→子と弟子を最後まで教える,＋序列意識が高い→身内には情、外には序列。派閥の温床になる。＋色欲→情のつもりで手を出し、不倫の線を作る。＋低い正直さ→情に流されて帳簿と報告を歪める,E,該当なし,該当なし／生まれつきで経験ではほとんど動かない。子を持つと一時的に濃くなるが、素の値は生涯変わらない,優劣,中,なし,人読み・場を読むと噛み合う。同じ染色体の反対腕が残酷さなので、情の濃い血を集めると刑吏と間引きの担い手がいなくなる,しがらみ＝正の線（恩・借り）を厚く張る。ポジションランク＝縁故人事で質を落とす。財＝分け与えるので減る。情報＝相談される側になるので集まる
こころ,人を思う,執念,12番,B,信じやすさ,一度始めたことを終わらせる。10年かかる開墾・堤・仇討ちを完遂する。恩も忘れないので恩義の線が一生切れない。長い包囲と長い交渉で相手より先に折れない。,体制怨恨の本体。受けた仕打ちを忘れず、しかも子に語って継がせる。個人怨恨は本人の死で消えるが、執念の高い家系では体制への恨みとして残り続け、局長を切っても消えない（恨みは最初から局長個人に向いていない）。冤罪は最も純度の高い恨みを生むので、無実の者を罰したとき執念の高い家系だと3世代後に必ず返ってくる。低いと（淡白）恨みを引きずらないので統治は楽だが、恩も忘れる（忘恩）ので、助けた者が味方にならない。,＋忍耐→何十年でも待てるので、大工事と長期の交易に向く。＋長期の記憶→細部まで覚えている。年代記の生き証人になる。＋恩義→一度味方になれば一生味方,＋野心＋恨みの線→謀反の三条件のうち二つ。あとは飢饉・粛清・敗戦のどれかが来れば動く。しかも野心は降格しても落ちないので、左遷は恨みだけを足す。＋伝承意欲→恨みが家訓になり、血が絶えるまで消えない。＋残酷さ→報復が過剰になり、相手の家系にも同じ恨みが生まれて村が二つに割れる,C,該当なし,該当なし／恨みや誓いの本数は経験で増えるが、忘れにくさそのものは生涯ほとんど変わらない,優劣,高い,なし,長期の記憶と噛み合う。忍耐と束になる。同じ染色体の反対腕が信じやすさなので、忘れて信じ直す者と一生忘れない者に分かれる,しがらみ＝恨みの線が消えず、継承のときに出所（原因の事件）ごと引き継がれる。情報＝誰が何をしたかを覚えて子に伝える。ポジションランク＝前任者として弾かれると怨恨ノードになる（人事は流血しない粛清）。財＝復讐のために散財する
こころ,人を思う,嫉妬,12番,B,伝承意欲,他人に抜かれまいとして働く。誰かを落とせば満たされるので報酬コストがほぼゼロで動く。不当な優遇を見つける目になる。,有能な者を潰す。讒言と讒訴で人事を歪める。抜擢された者を認めないので受容係数が下がり、無名の抜擢が制度としては存在しても実際には機能しない。低いと（寛容）誰が上がっても構わないので、無能な縁故人事もそのまま通る。,＋勤勉→追い抜かれまいと積むので、村全体の産出が上がる。＋観察→不正な優遇を正確に見つける,＋序列意識が高い→自分より下の身分の者が上がることを絶対に許さず、有能な平民が潰れる。＋嘘のうまさ→讒言が通り、無実の者が罰され、最も純度の高い怨恨が生まれる。＋名誉欲→褒賞が他人に行くたびに敵が一人増える,N,該当なし,該当なし／かつて自分より下だった者に抜かれるたび少しずつ濃くなる。減る方向にはほとんど動かない,優劣,中,なし,嘘のうまさを悪用する。観察が高いと粗探しが正確になる。同じ染色体の反対腕が伝承意欲なので、抜かれるのが許せない親方の血からは弟子を育てる親方が出にくい,しがらみ＝負の線を量産する。ポジションランク＝抜擢の受容係数を下げる。情報＝他人の落ち度ばかり集める。身分ランク＝下からの上昇を止める側に回る
こころ,人を思う,伝承意欲,12番,A,嫉妬,知識は血で伝わらず人から人へしか渡らない。その唯一の駆動力である。子と弟子に技と知識を教える。閾値を満たした子が親の職に就くと努力値の立ち上がりが早い。年代記の口伝が続く。,子の適性を無視して自分の職を継がせる。閾値に届かない子を継がせると、その子の一生がまるごと無駄になる（何年やっても伸びない）。古いやり方を押し付けるので新しい技が入らない。そして恨みも同じ経路で継がれる。低いと（一代限り）その者が死ぬと技と知識がまるごと消える。名工の代で技術が途切れる。,＋情→子と弟子を見捨てずに最後まで教える。＋長期の記憶→失われかけた技と昔の事件が残る。＋弁舌→教えたことが正確に伝わる,＋執念→恨みが家訓になる。体制怨恨が家系に継承される経路そのもの。＋序列意識→身分の外には教えないので、技が階級に閉じる。＋誇り→自分のやり方以外を認めず弟子が育たない,E,該当なし,該当なし／自分の技が認められ、弟子が一人でも育った経験で伸びる。子を早くに亡くすと大きく落ちる,優劣,やや低い,なし,弁舌・長期の記憶と噛み合う。同じ染色体の反対腕が嫉妬なので、教える親方と抜かれるのが許せない親方は同じ血からは出にくい,スキル＝世代をまたぐ唯一の経路。情報＝同じく唯一の経路。身分ランク＝家業を固定する。しがらみ＝師弟の線が張られる。財＝相続を跡継ぎ一人に集める
こころ,序列に向かう,誇り,10番,A,恩義,曲げない。買収されない。約束を守る。降伏せずに戦うので敵に高くつく。職人としての仕上げで妥協しない。弁舌と声が揃うと人が付くので、こころの中で統率にいちばん近いのはこれである。,頭を下げられずに死ぬ。飢えても施しを受けない。格下と見た者の下では働かないので、降格した瞬間に不作為に入る。謝れないので収まる諍いが殺し合いになる。降格と左遷は誇りの高い者にとって粛清と同じ重さなので、そのまま怨恨ノードになる。しかも同じ腕の野心はラチェットで落ちないため、誇りを折られた者は上を目指す気持ちを保ったまま恨む。低いと（卑屈）誰の前でも折れるので、悪い局長の言いなりになり不正の実行役にされる。,＋度胸→軍の顔になり士気の中心になる。＋正直さ→買収も脅迫も効かない。監査に置ける唯一の型。＋潔癖→帳簿も誓いも汚さない,＋序列意識が高い→身分の低い上役の下では一切働かない。能力主義の人事が誇りひとつで壊れる。＋名誉欲→恥辱が家系の恨みになる。＋短気（忍耐が低い）→侮辱に即座に刃を抜く,F,該当なし,該当なし／身分と実績で育ち、降格・敗北・屈辱で削れる。上げるのは何十年、折るのは一度で足りる,優劣,やや高い,なし,弁舌・声と束になると人が付く（相手はあたまとからだなので連鎖にはできず実行時に掛かる）。野心・名誉欲と同じ腕にあるため、野心を弾いて従順な血を集めると誇りも一緒に落ち、人が付く者がいなくなる。忠誠を買うと無能を掴むのはここ,身分ランク＝身分に見合った扱いを要求する。ポジションランク＝降格を受け入れない。しがらみ＝恥をかかせた相手への恨み。財＝体面のために減る。スキル＝妥協しないので仕上げの質が上がる
